사바, 64, 175
자바, 92, 183
차가, 87, 151
차자, 73, 191
가타, 40, 145
가파, 40, 180
차나, 57, 147
바차, 77, 168
아차, 95, 182
하사, 73, 189
하가, 48, 177
하하, 85, 184
바파, 87, 179
카자, 67, 150
라바, 81, 163
가자, 40, 183
다사, 58, 178
바자, 97, 180
하타, 77, 187
타하, 64, 173
카바, 78, 170
차자, 90, 178
아라, 67, 193
차하, 71, 182
바자, 99, 167
카바, 48, 183
차나, 61, 144
바바, 73, 179
카가, 79, 189
사파, 47, 140
하타, 73, 167
카타, 87, 153
하타, 68, 191
카카, 89, 187
바하, 48, 188
카가, 71, 147
하차, 90, 195
아라, 74, 175
가가, 40, 168
자아, 40, 174
타하, 82, 194
차가, 71, 163
마다, 42, 191
사카, 92, 172
라가, 87, 155
바사, 49, 157
바타, 79, 149
나바, 65, 185
사다, 42, 187
하타, 94, 149
라마, 64, 145
라차, 98, 146
파아, 75, 163
나카, 55, 166
아나, 80, 160
하아, 51, 159
카타, 53, 195
하사, 81, 151
자카, 84, 193
마차, 80, 192
차라, 59, 185
나하, 46, 176
가카, 71, 150
다아, 81, 191
파마, 84, 154
파자, 91, 191
차차, 48, 146
차파, 51, 145
하카, 74, 193
카하, 66, 145
바아, 51, 149
다사, 99, 198
자타, 56, 191
바자, 75, 183
가차, 40, 168
카차, 88, 191
카하, 65, 143
차타, 43, 158
차차, 72, 167
자하, 58, 195
가바, 75, 180
카카, 50, 148
마자, 58, 148
하파, 53, 181
가가, 44, 144
차파, 93, 189
타타, 43, 172
하자, 68, 174
차아, 71, 197
사라, 61, 195
라라, 57, 176
하다, 69, 189
마가, 88, 192
가나, 54, 147
나사, 50, 170
아사, 55, 148
나가, 50, 192
하아, 90, 176
차차, 77, 188
하차, 85, 159
라사, 75, 196
차사, 67, 158
바카, 50, 187
카타, 61, 190
마마, 47, 150
카하, 91, 143
하라, 92, 187
카사, 83, 195
하차, 95, 194
타아, 90, 179
라아, 60, 152
가차, 42, 195
나파, 71, 168
파가, 92, 158
타라, 86, 162
가하, 50, 151
타사, 51, 152
라가, 64, 196
차하, 83, 145
다사, 72, 142
마파, 76, 160
카사, 44, 198
라사, 82, 158
하다, 62, 153
아사, 78, 166
하가, 81, 167
자타, 93, 188
라차, 94, 153
자아, 74, 171
바카, 63, 164
차차, 76, 192
다나, 87, 176
가바, 40, 157
하차, 98, 196
차파, 77, 174
하자, 48, 172
가자, 67, 183
아아, 74, 182
가마, 71, 179
마카, 62, 168
차다, 63, 190
가라, 54, 187
바가, 59, 181
사파, 53, 153
카하, 64, 145
하차, 88, 162
바파, 58, 160
다차, 66, 183
파아, 60, 182
나타, 89, 145
차가, 47, 147
사타, 76, 157
타차, 61, 150
다카, 59, 174
마차, 90, 149
바차, 49, 167
가바, 82, 171
차바, 70, 172
다다, 78, 184
아차, 99, 150
가하, 87, 193
가하, 70, 152
자나, 66, 142
아가, 94, 143
차하, 96, 193
사가, 89, 195
마파, 93, 143
자마, 81, 144
파파, 72, 194
파가, 40, 175
차파, 52, 187
나마, 41, 197
사자, 57, 171
마파, 59, 188
마다, 68, 140
하사, 46, 165
타가, 46, 140
라사, 54, 155
바다, 78, 159
차타, 80, 188
다자, 44, 140
자바, 92, 147
라사, 63, 191
나라, 97, 144
가하, 95, 169
라바, 42, 197
카차, 68, 174
파파, 96, 154
하하, 60, 171
가마, 55, 188
바가, 81, 177
차가, 71, 182
다하, 88, 153
다마, 72, 192
가차, 90, 189
타카, 52, 152
가다, 88, 152
카마, 75, 150
가아, 72, 162
마카, 84, 173
아바, 94, 152
라가, 81, 192
카마, 62, 144
다가, 72, 179
파차, 80, 187
바아, 93, 193
파마, 84, 149
마타, 74, 171
카사, 88, 149
나하, 78, 150
가마, 95, 167
자가, 60, 164
타하, 85, 156
아하, 75, 184
타자, 76, 151
가나, 44, 148
자자, 51, 167
사아, 51, 160
마라, 71, 143
차차, 91, 196
나자, 89, 177
파다, 66, 153
타사, 44, 160
파타, 42, 158
하아, 82, 142
바다, 50, 181
차바, 43, 166
아차, 68, 172
차라, 92, 191
아가, 89, 176
아바, 50, 159
하다, 65, 197
라카, 81, 179
가라, 81, 171
타나, 97, 178
가타, 83, 197
타마, 48, 192
카나, 53, 150
아라, 52, 140
파파, 75, 181
자차, 97, 175
카가, 96, 179
타자, 88, 147
카카, 98, 182
하가, 90, 163
바다, 70, 192
나하, 93, 172
가사, 68, 161
차하, 92, 152
나차, 79, 149
가사, 42, 173
아차, 46, 145
하타, 45, 186
사마, 48, 190
가라, 94, 164
카다, 63, 145
파아, 69, 148
차마, 57, 197
차가, 90, 185
바마, 95, 151
나자, 89, 185
차바, 48, 192
차아, 45, 177
파사, 68, 154
차파, 82, 146
카나, 79, 186
자타, 40, 179
바차, 69, 146
마아, 53, 140
하차, 88, 166
타자, 95, 192
아하, 80, 183
사다, 88, 140
자하, 86, 151
사라, 67, 152
나마, 60, 189
아파, 40, 144
나차, 48, 179
자파, 61, 170
라마, 56, 181
하나, 42, 197
사차, 68, 198
다타, 75, 173
하타, 86, 160
파라, 93, 196
마마, 61, 158
하라, 84, 173
카가, 72, 150
파하, 65, 140
다나, 90, 168
카차, 48, 186
자아, 69, 142
카사, 67, 193
라라, 82, 194
아바, 75, 167
카바, 53, 170
카가, 83, 142
아다, 51, 147
아하, 43, 160
나사, 59, 159
라카, 67, 156
나나, 54, 192
파파, 90, 193
라파, 70, 169
나나, 59, 180
아아, 81, 142
아마, 72, 174
라차, 78, 143
타하, 86, 191
라차, 85, 182
차카, 95, 176
라아, 80, 160
가마, 57, 190
파파, 66, 150
하가, 93, 189
바파, 72, 172
아사, 97, 180
자차, 55, 164
차사, 59, 196
아하, 80, 172
차나, 51, 147
나타, 92, 191
다카, 46, 171
사타, 80, 163
하가, 41, 197
하자, 78, 196
나차, 90, 165
마자, 64, 199
다카, 83, 181
카마, 55, 161
타타, 84, 189
타나, 74, 165
파사, 73, 164
다라, 78, 145
바가, 80, 156
가나, 97, 142
타바, 67, 191
차라, 90, 191
라아, 94, 152
라다, 49, 150
자타, 96, 159
나다, 48, 163
마하, 80, 196
나하, 69, 150
사가, 40, 156
아차, 64, 190
파다, 92, 148
라바, 75, 141
하사, 67, 181
아파, 62, 192
나자, 60, 172
차다, 86, 173
나하, 68, 165
파바, 73, 144
타차, 91, 174
하차, 44, 198
마다, 79, 142
파하, 41, 154
차바, 98, 176
다가, 91, 146
나아, 82, 189
타다, 73, 179
카사, 55, 178
라사, 91, 146
파나, 41, 184
마마, 69, 147
카다, 89, 194
아나, 96, 159
자아, 43, 170
마하, 63, 146
하다, 80, 156
다나, 47, 166
바바, 71, 164
하바, 48, 142
나차, 79, 158
마바, 50, 158
차마, 50, 160
사다, 69, 187
아카, 55, 175
차나, 42, 143
카자, 40, 150
마나, 98, 171
하카, 82, 198
라자, 81, 170
다가, 51, 199
아차, 45, 149
자하, 55, 169
나타, 95, 161
타사, 49, 155
바나, 59, 190
사바, 72, 194
파바, 94, 149
차라, 62, 179
타파, 86, 162
라자, 87, 187
바바, 55, 166
타파, 40, 184
다하, 58, 144
마카, 88, 148
차바, 67, 184
파타, 68, 167
사자, 58, 165
마다, 43, 145
자나, 83, 176
차아, 86, 181
카자, 94, 176
자카, 86, 169
자자, 89, 143
하차, 96, 160
마차, 94, 169
차파, 53, 145
나하, 99, 157
가하, 68, 147
바마, 45, 167
하라, 59, 160
차자, 53, 184
차나, 43, 171
바파, 83, 172
타마, 67, 167
사파, 77, 199
마하, 55, 153
마카, 72, 162
하타, 60, 186
카가, 89, 196
차라, 68, 167
자라, 78, 163
바라, 49, 171
사카, 82, 176
파하, 68, 173
파라, 92, 149
타파, 86, 179
나가, 87, 196
파자, 44, 190
자사, 77, 152
마하, 40, 197
파나, 42, 173
타나, 94, 161
파파, 61, 160
마마, 52, 151
바아, 60, 151
다바, 65, 153
라마, 97, 144
가나, 91, 178
아바, 76, 176
사파, 65, 197
차아, 73, 190
가자, 77, 144
사자, 70, 157
아카, 69, 174
사사, 84, 155
자타, 97, 188
하라, 83, 198
타마, 43, 190
마마, 95, 175
바바, 78, 155
타마, 46, 163
다하, 67, 165
다차, 74, 169
하아, 40, 195
사자, 92, 170
차다, 77, 199
바마, 42, 168
사아, 86, 150
나마, 91, 165
카하, 55, 191
파하, 87, 158
차카, 67, 151
라카, 56, 152
라타, 60, 151
하다, 98, 171
자타, 43, 148
나가, 73, 195
라다, 97, 167
바카, 98, 184
마사, 99, 147
하마, 56, 192
파다, 65, 170
사파, 98, 195
라하, 79, 153
라가, 88, 154
타하, 53, 169
자차, 84, 141
바가, 76, 162
카카, 50, 177
아파, 77, 150
아하, 66, 194
타자, 66, 145
라아, 68, 184
나나, 41, 165
다라, 85, 182
파나, 49, 199
아타, 44, 198
카사, 84, 173
카카, 85, 145
라자, 71, 149
라라, 79, 143
다다, 65, 167
파타, 88, 188
아타, 46, 163
파다, 53, 175
다라, 57, 190
자마, 41, 154
자가, 75, 152
다바, 91, 182
자아, 79, 183
가카, 75, 145
라다, 47, 190
마가, 78, 176
카자, 73, 165
나나, 65, 152
사다, 55, 173
마다, 76, 174
타가, 79, 149
자파, 66, 145
타타, 54, 159
다자, 58, 184
아자, 53, 177
하자, 92, 147
나가, 64, 142
가마, 43, 149
라사, 68, 176
나사, 55, 175
카나, 48, 185
다나, 79, 167
타가, 43, 171
가나, 81, 150
라가, 76, 168
차타, 52, 192
라자, 87, 190
하나, 99, 164
자차, 92, 179
사아, 89, 174
사사, 42, 172
사차, 69, 148
아하, 93, 153
자카, 59, 186
아아, 47, 162
사하, 51, 166
나차, 41, 199
사아, 56, 161
차자, 60, 156
아차, 86, 165
하파, 89, 171
하라, 42, 163
아하, 69, 147
하다, 65, 150
하라, 86, 182
나마, 67, 158
가하, 43, 160
사하, 92, 185
타차, 50, 187
카타, 41, 144
하타, 53, 166
바파, 48, 163
아파, 68, 140
카바, 75, 183
라사, 40, 160
카차, 88, 179
하차, 71, 153
파하, 97, 164
다가, 69, 140
타자, 51, 173
가파, 63, 176
바타, 66, 144
마바, 71, 148
자타, 89, 141
바카, 44, 174
파나, 97, 196
파가, 97, 144
카하, 84, 156
하라, 49, 184
파파, 63, 165
자라, 46, 164
바하, 57, 189
차타, 80, 143
타하, 63, 177
나나, 78, 177
아하, 49, 145
가카, 87, 198
하차, 91, 193
차사, 44, 170
타아, 65, 155
하다, 44, 172
아라, 69, 184
아파, 46, 157
아바, 67, 178
라바, 69, 184
라라, 61, 196
차아, 54, 195
가차, 94, 154
파마, 76, 198
아차, 96, 196
나카, 46, 157
가하, 89, 166
사다, 78, 155
파하, 95, 181
차마, 80, 185
마타, 65, 145
다사, 47, 144
차바, 52, 163
차자, 95, 191
마아, 90, 197
파바, 71, 150
다아, 96, 160
바차, 46, 153
차바, 66, 144
마다, 96, 167
다다, 84, 178
다다, 81, 143
카라, 49, 181
마라, 73, 185
나다, 54, 184
바파, 67, 173
카아, 69, 146
하하, 86, 175
가사, 69, 149
가마, 72, 164
나카, 75, 191
가하, 97, 186
아타, 70, 144
가차, 65, 195
라사, 57, 192
하마, 71, 149
파차, 80, 151
파자, 45, 199
바바, 87, 148
타마, 43, 156
나카, 83, 188
타가, 77, 150
카카, 40, 172
아카, 66, 147
하라, 88, 189
나카, 47, 168
사차, 58, 184
차가, 40, 156
카다, 88, 156
타아, 91, 194
사나, 89, 144
마자, 70, 191
라타, 74, 167
하파, 89, 186
나타, 67, 185
파차, 40, 192
라다, 51, 190
자파, 40, 164
카다, 82, 196
자바, 59, 178
타바, 69, 161
마차, 92, 159
사다, 58, 191
아다, 92, 142
자차, 85, 156
카바, 56, 153
타사, 49, 157
차라, 83, 194
마사, 59, 165
파하, 92, 165
하파, 92, 147
라하, 55, 181
타차, 82, 181
나라, 72, 185
나바, 53, 143
다파, 64, 147
라마, 75, 145
아나, 68, 171
차하, 41, 152
마바, 60, 186
바하, 76, 177
타파, 62, 199
파타, 65, 154
타차, 49, 196
바다, 73, 191
자차, 97, 140
바파, 45, 187
사하, 96, 155
하카, 79, 164
바라, 70, 165
하파, 93, 181
사아, 67, 168
아마, 55, 151
아아, 79, 142
하다, 80, 170
아하, 74, 177
가아, 66, 181
라라, 71, 169
사바, 44, 196
자하, 71, 149
파차, 50, 152
바자, 86, 174
차바, 91, 195
가가, 63, 141
카자, 43, 159
나아, 71, 160
나카, 48, 178
하라, 40, 175
바가, 58, 146
아카, 83, 172
아자, 96, 195
마마, 86, 188
바라, 75, 198
나바, 74, 155
아라, 94, 172
카아, 79, 195
라다, 92, 158
나사, 95, 178
타나, 73, 196
자타, 86, 153
차파, 85, 175
가하, 72, 194
카사, 69, 156
가사, 64, 183
카마, 65, 140
차하, 51, 176
바마, 77, 176
나라, 42, 148
라하, 48, 182
파사, 85, 154
다카, 55, 152
라라, 98, 197
가아, 73, 181
차자, 55, 173
라나, 93, 197
다마, 90, 162
나파, 71, 191
사사, 62, 194
마차, 77, 150
사사, 84, 160
타자, 62, 146
나파, 52, 170
아가, 83, 152
자아, 79, 197
타라, 42, 167
차나, 45, 187
바나, 45, 186
다바, 89, 140
자차, 49, 140
타파, 43, 142
차사, 72, 177
라파, 58, 187
카파, 46, 145
라카, 75, 177
